종목,월,방향,손절선(%),시기,신호,합계(%),평균(%),승률(%),손익비,손익분기 승률(%),손익분기 대비(%p),이길 때(%),질 때(%),질 때 표본,최고(%),최악(%),보유 중 최악(%),표준편차(%),갭손절,장중손절,평균 보유일,판정가능,시기 시작일,시기 종료일,1차 판정
KODEX 코스닥150,11,아래,-7.0,뒤 절반,6,3.59,0.6,50.0,1.59,38.61,11.39,3.23,-2.03,3,5.87,-2.26,-3.61,3.25,0,0,7.0,아니오,2020-11-20,2025-11-20,판정 안 함
KODEX 코스닥150,11,아래,-7.0,최근 10년,10,14.37,1.44,60.0,2.006,33.26,26.74,3.59,-1.79,4,5.87,-2.26,-4.19,3.08,0,0,7.3,예,2016-11-18,2025-11-20,판정 안 함
KODEX 코스닥150,11,아래,-7.0,최근 5년,5,5.7,1.14,60.0,1.621,38.16,21.84,3.23,-1.99,2,5.87,-2.26,-2.71,3.32,0,0,7.2,아니오,2021-11-19,2025-11-20,판정 안 함
KODEX 코스닥150,11,아래,-8.0,전체,11,13.95,1.27,54.55,2.371,29.66,24.89,3.59,-1.51,5,5.87,-2.26,-4.19,2.97,0,0,7.18,예,2015-11-20,2025-11-20,후보
KODEX 코스닥150,11,아래,-8.0,앞 절반,5,10.36,2.07,60.0,5.369,15.7,44.3,3.94,-0.73,2,5.37,-1.06,-4.19,2.72,0,0,7.4,아니오,2015-11-20,2019-11-20,판정 안 함
KODEX 코스닥150,11,아래,-8.0,뒤 절반,6,3.59,0.6,50.0,1.59,38.61,11.39,3.23,-2.03,3,5.87,-2.26,-3.61,3.25,0,0,7.0,아니오,2020-11-20,2025-11-20,판정 안 함
KODEX 코스닥150,11,아래,-8.0,최근 10년,10,14.37,1.44,60.0,2.006,33.26,26.74,3.59,-1.79,4,5.87,-2.26,-4.19,3.08,0,0,7.3,예,2016-11-18,2025-11-20,판정 안 함
KODEX 코스닥150,11,아래,-8.0,최근 5년,5,5.7,1.14,60.0,1.621,38.16,21.84,3.23,-1.99,2,5.87,-2.26,-2.71,3.32,0,0,7.2,아니오,2021-11-19,2025-11-20,판정 안 함
KODEX 코스닥150,11,아래,-9.0,전체,11,13.95,1.27,54.55,2.371,29.66,24.89,3.59,-1.51,5,5.87,-2.26,-4.19,2.97,0,0,7.18,예,2015-11-20,2025-11-20,후보
KODEX 코스닥150,11,아래,-9.0,앞 절반,5,10.36,2.07,60.0,5.369,15.7,44.3,3.94,-0.73,2,5.37,-1.06,-4.19,2.72,0,0,7.4,아니오,2015-11-20,2019-11-20,판정 안 함
KODEX 코스닥150,11,아래,-9.0,뒤 절반,6,3.59,0.6,50.0,1.59,38.61,11.39,3.23,-2.03,3,5.87,-2.26,-3.61,3.25,0,0,7.0,아니오,2020-11-20,2025-11-20,판정 안 함
KODEX 코스닥150,11,아래,-9.0,최근 10년,10,14.37,1.44,60.0,2.006,33.26,26.74,3.59,-1.79,4,5.87,-2.26,-4.19,3.08,0,0,7.3,예,2016-11-18,2025-11-20,판정 안 함
KODEX 코스닥150,11,아래,-9.0,최근 5년,5,5.7,1.14,60.0,1.621,38.16,21.84,3.23,-1.99,2,5.87,-2.26,-2.71,3.32,0,0,7.2,아니오,2021-11-19,2025-11-20,판정 안 함
KODEX 코스닥150,11,아래,-10.0,전체,11,13.95,1.27,54.55,2.371,29.66,24.89,3.59,-1.51,5,5.87,-2.26,-4.19,2.97,0,0,7.18,예,2015-11-20,2025-11-20,후보
KODEX 코스닥150,11,아래,-10.0,앞 절반,5,10.36,2.07,60.0,5.369,15.7,44.3,3.94,-0.73,2,5.37,-1.06,-4.19,2.72,0,0,7.4,아니오,2015-11-20,2019-11-20,판정 안 함
KODEX 코스닥150,11,아래,-10.0,뒤 절반,6,3.59,0.6,50.0,1.59,38.61,11.39,3.23,-2.03,3,5.87,-2.26,-3.61,3.25,0,0,7.0,아니오,2020-11-20,2025-11-20,판정 안 함
KODEX 코스닥150,11,아래,-10.0,최근 10년,10,14.37,1.44,60.0,2.006,33.26,26.74,3.59,-1.79,4,5.87,-2.26,-4.19,3.08,0,0,7.3,예,2016-11-18,2025-11-20,판정 안 함
KODEX 코스닥150,11,아래,-10.0,최근 5년,5,5.7,1.14,60.0,1.621,38.16,21.84,3.23,-1.99,2,5.87,-2.26,-2.71,3.32,0,0,7.2,아니오,2021-11-19,2025-11-20,판정 안 함
KODEX 코스닥150,11,아래,무손절,전체,11,13.95,1.27,54.55,2.371,29.66,24.89,3.59,-1.51,5,5.87,-2.26,-4.19,2.97,0,0,7.18,예,2015-11-20,2025-11-20,후보
KODEX 코스닥150,11,아래,무손절,앞 절반,5,10.36,2.07,60.0,5.369,15.7,44.3,3.94,-0.73,2,5.37,-1.06,-4.19,2.72,0,0,7.4,아니오,2015-11-20,2019-11-20,판정 안 함
KODEX 코스닥150,11,아래,무손절,뒤 절반,6,3.59,0.6,50.0,1.59,38.61,11.39,3.23,-2.03,3,5.87,-2.26,-3.61,3.25,0,0,7.0,아니오,2020-11-20,2025-11-20,판정 안 함
KODEX 코스닥150,11,아래,무손절,최근 10년,10,14.37,1.44,60.0,2.006,33.26,26.74,3.59,-1.79,4,5.87,-2.26,-4.19,3.08,0,0,7.3,예,2016-11-18,2025-11-20,판정 안 함
KODEX 코스닥150,11,아래,무손절,최근 5년,5,5.7,1.14,60.0,1.621,38.16,21.84,3.23,-1.99,2,5.87,-2.26,-2.71,3.32,0,0,7.2,아니오,2021-11-19,2025-11-20,판정 안 함
KODEX 코스닥150,11,위,-3.0,전체,11,-14.81,-1.35,36.36,0.494,66.91,-30.55,1.46,-2.95,7,2.26,-3.07,-3.07,2.28,1,5,4.45,예,2015-11-20,2025-11-20,제외
KODEX 코스닥150,11,위,-3.0,앞 절반,5,-7.6,-1.52,40.0,0.243,80.45,-40.45,0.73,-3.02,3,1.06,-3.07,-3.07,2.07,1,2,4.6,아니오,2015-11-20,2019-11-20,판정 안 함
KODEX 코스닥150,11,위,-3.0,뒤 절반,6,-7.21,-1.2,33.33,0.754,57.01,-23.68,2.18,-2.89,4,2.26,-3.0,-3.0,2.63,0,3,4.33,아니오,2020-11-20,2025-11-20,판정 안 함
KODEX 코스닥150,11,위,-3.0,최근 10년,10,-15.22,-1.52,30.0,0.613,62.0,-32.0,1.81,-2.95,7,2.26,-3.07,-3.07,2.32,1,5,4.3,예,2016-11-18,2025-11-20,판정 안 함
KODEX 코스닥150,11,위,-3.0,최근 5년,5,-9.32,-1.86,20.0,0.78,56.19,-36.19,2.26,-2.89,4,2.26,-3.0,-3.0,2.31,0,3,4.0,아니오,2021-11-19,2025-11-20,판정 안 함
KODEX 코스닥150,11,위,-4.0,전체,11,-17.14,-1.56,36.36,0.444,69.24,-32.88,1.46,-3.28,7,2.26,-4.0,-4.0,2.57,0,4,5.82,예,2015-11-20,2025-11-20,제외
KODEX 코스닥150,11,위,-4.0,앞 절반,5,-9.69,-1.94,40.0,0.198,83.51,-43.51,0.73,-3.72,3,1.06,-4.0,-4.0,2.47,0,2,5.6,아니오,2015-11-20,2019-11-20,판정 안 함
KODEX 코스닥150,11,위,-4.0,뒤 절반,6,-7.46,-1.24,33.33,0.739,57.52,-24.19,2.18,-2.95,4,2.26,-4.0,-4.0,2.84,0,2,6.0,아니오,2020-11-20,2025-11-20,판정 안 함
KODEX 코스닥150,11,위,-4.0,최근 10년,10,-17.55,-1.76,30.0,0.551,64.49,-34.49,1.81,-3.28,7,2.26,-4.0,-4.0,2.62,0,4,5.8,예,2016-11-18,2025-11-20,판정 안 함
KODEX 코스닥150,11,위,-4.0,최근 5년,5,-9.56,-1.91,20.0,0.764,56.7,-36.7,2.26,-2.95,4,2.26,-4.0,-4.0,2.6,0,2,6.0,아니오,2021-11-19,2025-11-20,판정 안 함
KODEX 코스닥150,11,위,-5.0,전체,11,-19.45,-1.77,36.36,0.404,71.24,-34.88,1.46,-3.61,7,2.26,-5.0,-5.0,2.84,0,3,6.64,예,2015-11-20,2025-11-20,제외
KODEX 코스닥150,11,위,-5.0,앞 절반,5,-9.99,-2.0,40.0,0.192,83.88,-43.88,0.73,-3.82,3,1.06,-5.0,-5.0,2.61,0,1,7.0,아니오,2015-11-20,2019-11-20,판정 안 함
KODEX 코스닥150,11,위,-5.0,뒤 절반,6,-9.46,-1.58,33.33,0.632,61.29,-27.96,2.18,-3.45,4,2.26,-5.0,-5.0,3.25,0,2,6.33,아니오,2020-11-20,2025-11-20,판정 안 함
KODEX 코스닥150,11,위,-5.0,최근 10년,10,-19.86,-1.99,30.0,0.5,66.65,-36.65,1.81,-3.61,7,2.26,-5.0,-5.0,2.89,0,3,6.7,예,2016-11-18,2025-11-20,판정 안 함
KODEX 코스닥150,11,위,-5.0,최근 5년,5,-11.56,-2.31,20.0,0.653,60.49,-40.49,2.26,-3.45,4,2.26,-5.0,-5.0,3.02,0,2,6.4,아니오,2021-11-19,2025-11-20,판정 안 함
KODEX 코스닥150,11,위,-6.0,전체,11,-14.09,-1.28,45.45,0.419,70.47,-25.02,1.51,-3.61,6,2.26,-6.0,-6.0,2.99,0,1,7.18,예,2015-11-20,2025-11-20,제외
KODEX 코스닥150,11,위,-6.0,앞 절반,5,-10.36,-2.07,40.0,0.186,84.3,-44.3,0.73,-3.94,3,1.06,-5.37,-5.75,2.72,0,0,7.4,아니오,2015-11-20,2019-11-20,판정 안 함
KODEX 코스닥150,11,위,-6.0,뒤 절반,6,-3.73,-0.62,50.0,0.62,61.71,-11.71,2.03,-3.27,3,2.26,-6.0,-6.0,3.3,0,1,7.0,아니오,2020-11-20,2025-11-20,판정 안 함
KODEX 코스닥150,11,위,-6.0,최근 10년,10,-14.5,-1.45,40.0,0.495,66.87,-26.87,1.79,-3.61,6,2.26,-6.0,-6.0,3.1,0,1,7.3,예,2016-11-18,2025-11-20,판정 안 함
KODEX 코스닥150,11,위,-6.0,최근 5년,5,-5.84,-1.17,40.0,0.609,62.17,-22.17,1.99,-3.27,3,2.26,-6.0,-6.0,3.37,0,1,7.2,아니오,2021-11-19,2025-11-20,판정 안 함
KODEX 코스닥150,11,위,-7.0,전체,11,-13.95,-1.27,45.45,0.422,70.34,-24.89,1.51,-3.59,6,2.26,-5.87,-6.52,2.97,0,0,7.18,예,2015-11-20,2025-11-20,제외
KODEX 코스닥150,11,위,-7.0,앞 절반,5,-10.36,-2.07,40.0,0.186,84.3,-44.3,0.73,-3.94,3,1.06,-5.37,-5.75,2.72,0,0,7.4,아니오,2015-11-20,2019-11-20,판정 안 함
KODEX 코스닥150,11,위,-7.0,뒤 절반,6,-3.59,-0.6,50.0,0.629,61.39,-11.39,2.03,-3.23,3,2.26,-5.87,-6.52,3.25,0,0,7.0,아니오,2020-11-20,2025-11-20,판정 안 함
KODEX 코스닥150,11,위,-7.0,최근 10년,10,-14.37,-1.44,40.0,0.498,66.74,-26.74,1.79,-3.59,6,2.26,-5.87,-6.52,3.08,0,0,7.3,예,2016-11-18,2025-11-20,판정 안 함
KODEX 코스닥150,11,위,-7.0,최근 5년,5,-5.7,-1.14,40.0,0.617,61.84,-21.84,1.99,-3.23,3,2.26,-5.87,-6.52,3.32,0,0,7.2,아니오,2021-11-19,2025-11-20,판정 안 함
KODEX 코스닥150,11,위,-8.0,전체,11,-13.95,-1.27,45.45,0.422,70.34,-24.89,1.51,-3.59,6,2.26,-5.87,-6.52,2.97,0,0,7.18,예,2015-11-20,2025-11-20,제외
KODEX 코스닥150,11,위,-8.0,앞 절반,5,-10.36,-2.07,40.0,0.186,84.3,-44.3,0.73,-3.94,3,1.06,-5.37,-5.75,2.72,0,0,7.4,아니오,2015-11-20,2019-11-20,판정 안 함
KODEX 코스닥150,11,위,-8.0,뒤 절반,6,-3.59,-0.6,50.0,0.629,61.39,-11.39,2.03,-3.23,3,2.26,-5.87,-6.52,3.25,0,0,7.0,아니오,2020-11-20,2025-11-20,판정 안 함
KODEX 코스닥150,11,위,-8.0,최근 10년,10,-14.37,-1.44,40.0,0.498,66.74,-26.74,1.79,-3.59,6,2.26,-5.87,-6.52,3.08,0,0,7.3,예,2016-11-18,2025-11-20,판정 안 함
KODEX 코스닥150,11,위,-8.0,최근 5년,5,-5.7,-1.14,40.0,0.617,61.84,-21.84,1.99,-3.23,3,2.26,-5.87,-6.52,3.32,0,0,7.2,아니오,2021-11-19,2025-11-20,판정 안 함
KODEX 코스닥150,11,위,-9.0,전체,11,-13.95,-1.27,45.45,0.422,70.34,-24.89,1.51,-3.59,6,2.26,-5.87,-6.52,2.97,0,0,7.18,예,2015-11-20,2025-11-20,제외
KODEX 코스닥150,11,위,-9.0,앞 절반,5,-10.36,-2.07,40.0,0.186,84.3,-44.3,0.73,-3.94,3,1.06,-5.37,-5.75,2.72,0,0,7.4,아니오,2015-11-20,2019-11-20,판정 안 함
KODEX 코스닥150,11,위,-9.0,뒤 절반,6,-3.59,-0.6,50.0,0.629,61.39,-11.39,2.03,-3.23,3,2.26,-5.87,-6.52,3.25,0,0,7.0,아니오,2020-11-20,2025-11-20,판정 안 함
KODEX 코스닥150,11,위,-9.0,최근 10년,10,-14.37,-1.44,40.0,0.498,66.74,-26.74,1.79,-3.59,6,2.26,-5.87,-6.52,3.08,0,0,7.3,예,2016-11-18,2025-11-20,판정 안 함
KODEX 코스닥150,11,위,-9.0,최근 5년,5,-5.7,-1.14,40.0,0.617,61.84,-21.84,1.99,-3.23,3,2.26,-5.87,-6.52,3.32,0,0,7.2,아니오,2021-11-19,2025-11-20,판정 안 함
KODEX 코스닥150,11,위,-10.0,전체,11,-13.95,-1.27,45.45,0.422,70.34,-24.89,1.51,-3.59,6,2.26,-5.87,-6.52,2.97,0,0,7.18,예,2015-11-20,2025-11-20,제외
KODEX 코스닥150,11,위,-10.0,앞 절반,5,-10.36,-2.07,40.0,0.186,84.3,-44.3,0.73,-3.94,3,1.06,-5.37,-5.75,2.72,0,0,7.4,아니오,2015-11-20,2019-11-20,판정 안 함
KODEX 코스닥150,11,위,-10.0,뒤 절반,6,-3.59,-0.6,50.0,0.629,61.39,-11.39,2.03,-3.23,3,2.26,-5.87,-6.52,3.25,0,0,7.0,아니오,2020-11-20,2025-11-20,판정 안 함
KODEX 코스닥150,11,위,-10.0,최근 10년,10,-14.37,-1.44,40.0,0.498,66.74,-26.74,1.79,-3.59,6,2.26,-5.87,-6.52,3.08,0,0,7.3,예,2016-11-18,2025-11-20,판정 안 함
KODEX 코스닥150,11,위,-10.0,최근 5년,5,-5.7,-1.14,40.0,0.617,61.84,-21.84,1.99,-3.23,3,2.26,-5.87,-6.52,3.32,0,0,7.2,아니오,2021-11-19,2025-11-20,판정 안 함
KODEX 코스닥150,11,위,무손절,전체,11,-13.95,-1.27,45.45,0.422,70.34,-24.89,1.51,-3.59,6,2.26,-5.87,-6.52,2.97,0,0,7.18,예,2015-11-20,2025-11-20,제외
KODEX 코스닥150,11,위,무손절,앞 절반,5,-10.36,-2.07,40.0,0.186,84.3,-44.3,0.73,-3.94,3,1.06,-5.37,-5.75,2.72,0,0,7.4,아니오,2015-11-20,2019-11-20,판정 안 함
KODEX 코스닥150,11,위,무손절,뒤 절반,6,-3.59,-0.6,50.0,0.629,61.39,-11.39,2.03,-3.23,3,2.26,-5.87,-6.52,3.25,0,0,7.0,아니오,2020-11-20,2025-11-20,판정 안 함
KODEX 코스닥150,11,위,무손절,최근 10년,10,-14.37,-1.44,40.0,0.498,66.74,-26.74,1.79,-3.59,6,2.26,-5.87,-6.52,3.08,0,0,7.3,예,2016-11-18,2025-11-20,판정 안 함
KODEX 코스닥150,11,위,무손절,최근 5년,5,-5.7,-1.14,40.0,0.617,61.84,-21.84,1.99,-3.23,3,2.26,-5.87,-6.52,3.32,0,0,7.2,아니오,2021-11-19,2025-11-20,판정 안 함
KODEX 코스닥150,12,아래,-3.0,전체,11,-26.41,-2.4,9.09,0.874,53.37,-44.28,2.53,-2.89,10,2.53,-5.14,-5.14,2.1,2,6,5.36,예,2015-12-18,2025-12-19,제외
KODEX 코스닥150,12,아래,-3.0,앞 절반,5,-17.14,-3.43,0.0,0.0,100.0,-100.0,,-3.43,5,-3.0,-5.14,-5.14,0.96,1,4,4.8,아니오,2015-12-18,2019-12-20,판정 안 함
KODEX 코스닥150,12,아래,-3.0,뒤 절반,6,-9.27,-1.55,16.67,1.071,48.29,-31.62,2.53,-2.36,5,2.53,-4.43,-4.43,2.49,1,2,5.83,아니오,2020-12-18,2025-12-19,판정 안 함
KODEX 코스닥150,12,아래,-3.0,최근 10년,10,-23.41,-2.34,10.0,0.877,53.27,-43.27,2.53,-2.88,9,2.53,-5.14,-5.14,2.21,2,5,5.2,예,2016-12-20,2025-12-19,판정 안 함
KODEX 코스닥150,12,아래,-3.0,최근 5년,5,-6.27,-1.25,20.0,1.149,46.54,-26.54,2.53,-2.2,4,2.53,-4.43,-4.43,2.67,1,1,5.8,아니오,2021-12-20,2025-12-19,판정 안 함
KODEX 코스닥150,12,아래,-4.0,전체,11,-30.39,-2.76,9.09,0.768,56.57,-47.48,2.53,-3.29,10,2.53,-5.14,-5.14,2.27,2,4,5.55,예,2015-12-18,2025-12-19,제외
KODEX 코스닥150,12,아래,-4.0,앞 절반,5,-20.39,-4.08,0.0,0.0,100.0,-100.0,,-4.08,5,-3.25,-5.14,-5.14,0.67,1,3,5.0,아니오,2015-12-18,2019-12-20,판정 안 함
KODEX 코스닥150,12,아래,-4.0,뒤 절반,6,-10.01,-1.67,16.67,1.008,49.79,-33.12,2.53,-2.51,5,2.53,-4.43,-4.43,2.61,1,1,6.0,아니오,2020-12-18,2025-12-19,판정 안 함
KODEX 코스닥150,12,아래,-4.0,최근 10년,10,-26.39,-2.64,10.0,0.787,55.97,-45.97,2.53,-3.21,9,2.53,-5.14,-5.14,2.36,2,3,5.4,예,2016-12-20,2025-12-19,판정 안 함
KODEX 코스닥150,12,아래,-4.0,최근 5년,5,-6.01,-1.2,20.0,1.185,45.77,-25.77,2.53,-2.13,4,2.53,-4.43,-4.43,2.62,1,0,5.8,아니오,2021-12-20,2025-12-19,판정 안 함
KODEX 코스닥150,12,아래,-5.0,전체,11,-32.28,-2.93,9.09,0.726,57.93,-48.84,2.53,-3.48,10,2.53,-5.14,-5.14,2.44,1,3,5.64,예,2015-12-18,2025-12-19,제외
KODEX 코스닥150,12,아래,-5.0,앞 절반,5,-22.4,-4.48,0.0,0.0,100.0,-100.0,,-4.48,5,-3.25,-5.14,-5.14,0.82,1,2,5.2,아니오,2015-12-18,2019-12-20,판정 안 함
KODEX 코스닥150,12,아래,-5.0,뒤 절반,6,-9.88,-1.65,16.67,1.018,49.54,-32.87,2.53,-2.48,5,2.53,-5.0,-5.0,2.64,0,1,6.0,아니오,2020-12-18,2025-12-19,판정 안 함
KODEX 코스닥150,12,아래,-5.0,최근 10년,10,-28.27,-2.83,10.0,0.739,57.51,-47.51,2.53,-3.42,9,2.53,-5.14,-5.14,2.54,1,3,5.5,예,2016-12-20,2025-12-19,판정 안 함
KODEX 코스닥150,12,아래,-5.0,최근 5년,5,-6.57,-1.31,20.0,1.111,47.37,-27.37,2.53,-2.28,4,2.53,-5.0,-5.0,2.8,0,1,5.8,아니오,2021-12-20,2025-12-19,판정 안 함
KODEX 코스닥150,12,아래,-6.0,전체,11,-31.71,-2.88,9.09,0.738,57.52,-48.43,2.53,-3.42,10,2.53,-6.24,-6.24,2.64,1,1,5.91,예,2015-12-18,2025-12-19,제외
KODEX 코스닥150,12,아래,-6.0,앞 절반,5,-20.82,-4.16,0.0,0.0,100.0,-100.0,,-4.16,5,-1.86,-6.24,-6.24,1.74,1,0,5.6,아니오,2015-12-18,2019-12-20,판정 안 함
KODEX 코스닥150,12,아래,-6.0,뒤 절반,6,-10.88,-1.81,16.67,0.943,51.48,-34.81,2.53,-2.68,5,2.53,-6.0,-6.0,2.91,0,1,6.17,아니오,2020-12-18,2025-12-19,판정 안 함
KODEX 코스닥150,12,아래,-6.0,최근 10년,10,-27.69,-2.77,10.0,0.753,57.05,-47.05,2.53,-3.36,9,2.53,-6.24,-6.24,2.75,1,1,5.8,예,2016-12-20,2025-12-19,판정 안 함
KODEX 코스닥150,12,아래,-6.0,최근 5년,5,-7.57,-1.51,20.0,1.001,49.98,-29.98,2.53,-2.53,4,2.53,-6.0,-6.0,3.15,0,1,6.0,아니오,2021-12-20,2025-12-19,판정 안 함
KODEX 코스닥150,12,아래,-7.0,전체,11,-30.04,-2.73,9.09,0.776,56.3,-47.21,2.53,-3.26,10,2.53,-7.0,-7.0,2.56,0,1,6.0,예,2015-12-18,2025-12-19,제외
KODEX 코스닥150,12,아래,-7.0,앞 절반,5,-21.59,-4.32,0.0,0.0,100.0,-100.0,,-4.32,5,-1.86,-7.0,-7.0,1.99,0,1,5.6,아니오,2015-12-18,2019-12-20,판정 안 함
KODEX 코스닥150,12,아래,-7.0,뒤 절반,6,-8.46,-1.41,16.67,1.151,46.5,-29.83,2.53,-2.2,5,2.53,-3.57,-6.05,2.32,0,0,6.33,아니오,2020-12-18,2025-12-19,판정 안 함
KODEX 코스닥150,12,아래,-7.0,최근 10년,10,-26.03,-2.6,10.0,0.797,55.66,-45.66,2.53,-3.17,9,2.53,-7.0,-7.0,2.67,0,1,5.9,예,2016-12-20,2025-12-19,판정 안 함
KODEX 코스닥150,12,아래,-7.0,최근 5년,5,-5.15,-1.03,20.0,1.317,43.15,-23.15,2.53,-1.92,4,2.53,-3.57,-6.05,2.38,0,0,6.2,아니오,2021-12-20,2025-12-19,판정 안 함
KODEX 코스닥150,12,아래,-8.0,전체,11,-31.04,-2.82,9.09,0.753,57.05,-47.96,2.53,-3.36,10,2.53,-8.0,-8.0,2.74,0,1,6.0,예,2015-12-18,2025-12-19,제외
KODEX 코스닥150,12,아래,-8.0,앞 절반,5,-22.59,-4.52,0.0,0.0,100.0,-100.0,,-4.52,5,-1.86,-8.0,-8.0,2.34,0,1,5.6,아니오,2015-12-18,2019-12-20,판정 안 함
KODEX 코스닥150,12,아래,-8.0,뒤 절반,6,-8.46,-1.41,16.67,1.151,46.5,-29.83,2.53,-2.2,5,2.53,-3.57,-6.05,2.32,0,0,6.33,아니오,2020-12-18,2025-12-19,판정 안 함
KODEX 코스닥150,12,아래,-8.0,최근 10년,10,-27.03,-2.7,10.0,0.77,56.51,-46.51,2.53,-3.28,9,2.53,-8.0,-8.0,2.86,0,1,5.9,예,2016-12-20,2025-12-19,판정 안 함
KODEX 코스닥150,12,아래,-8.0,최근 5년,5,-5.15,-1.03,20.0,1.317,43.15,-23.15,2.53,-1.92,4,2.53,-3.57,-6.05,2.38,0,0,6.2,아니오,2021-12-20,2025-12-19,판정 안 함
KODEX 코스닥150,12,아래,-9.0,전체,11,-32.04,-2.91,9.09,0.731,57.76,-48.67,2.53,-3.46,10,2.53,-9.0,-9.0,2.94,0,1,6.09,예,2015-12-18,2025-12-19,제외
KODEX 코스닥150,12,아래,-9.0,앞 절반,5,-23.59,-4.72,0.0,0.0,100.0,-100.0,,-4.72,5,-1.86,-9.0,-9.0,2.73,0,1,5.8,아니오,2015-12-18,2019-12-20,판정 안 함
KODEX 코스닥150,12,아래,-9.0,뒤 절반,6,-8.46,-1.41,16.67,1.151,46.5,-29.83,2.53,-2.2,5,2.53,-3.57,-6.05,2.32,0,0,6.33,아니오,2020-12-18,2025-12-19,판정 안 함
KODEX 코스닥150,12,아래,-9.0,최근 10년,10,-28.03,-2.8,10.0,0.744,57.32,-47.32,2.53,-3.4,9,2.53,-9.0,-9.0,3.08,0,1,6.0,예,2016-12-20,2025-12-19,판정 안 함
KODEX 코스닥150,12,아래,-9.0,최근 5년,5,-5.15,-1.03,20.0,1.317,43.15,-23.15,2.53,-1.92,4,2.53,-3.57,-6.05,2.38,0,0,6.2,아니오,2021-12-20,2025-12-19,판정 안 함
KODEX 코스닥150,12,아래,-10.0,전체,11,-32.86,-2.99,9.09,0.714,58.33,-49.24,2.53,-3.54,10,2.53,-9.82,-9.82,3.11,0,0,6.09,예,2015-12-18,2025-12-19,제외
KODEX 코스닥150,12,아래,-10.0,앞 절반,5,-24.4,-4.88,0.0,0.0,100.0,-100.0,,-4.88,5,-1.86,-9.82,-9.82,3.05,0,0,5.8,아니오,2015-12-18,2019-12-20,판정 안 함
KODEX 코스닥150,12,아래,-10.0,뒤 절반,6,-8.46,-1.41,16.67,1.151,46.5,-29.83,2.53,-2.2,5,2.53,-3.57,-6.05,2.32,0,0,6.33,아니오,2020-12-18,2025-12-19,판정 안 함
KODEX 코스닥150,12,아래,-10.0,최근 10년,10,-28.85,-2.88,10.0,0.725,57.97,-47.97,2.53,-3.49,9,2.53,-9.82,-9.82,3.26,0,0,6.0,예,2016-12-20,2025-12-19,판정 안 함
KODEX 코스닥150,12,아래,-10.0,최근 5년,5,-5.15,-1.03,20.0,1.317,43.15,-23.15,2.53,-1.92,4,2.53,-3.57,-6.05,2.38,0,0,6.2,아니오,2021-12-20,2025-12-19,판정 안 함
KODEX 코스닥150,12,아래,무손절,전체,11,-32.86,-2.99,9.09,0.714,58.33,-49.24,2.53,-3.54,10,2.53,-9.82,-9.82,3.11,0,0,6.09,예,2015-12-18,2025-12-19,제외
KODEX 코스닥150,12,아래,무손절,앞 절반,5,-24.4,-4.88,0.0,0.0,100.0,-100.0,,-4.88,5,-1.86,-9.82,-9.82,3.05,0,0,5.8,아니오,2015-12-18,2019-12-20,판정 안 함
KODEX 코스닥150,12,아래,무손절,뒤 절반,6,-8.46,-1.41,16.67,1.151,46.5,-29.83,2.53,-2.2,5,2.53,-3.57,-6.05,2.32,0,0,6.33,아니오,2020-12-18,2025-12-19,판정 안 함
KODEX 코스닥150,12,아래,무손절,최근 10년,10,-28.85,-2.88,10.0,0.725,57.97,-47.97,2.53,-3.49,9,2.53,-9.82,-9.82,3.26,0,0,6.0,예,2016-12-20,2025-12-19,판정 안 함
KODEX 코스닥150,12,아래,무손절,최근 5년,5,-5.15,-1.03,20.0,1.317,43.15,-23.15,2.53,-1.92,4,2.53,-3.57,-6.05,2.38,0,0,6.2,아니오,2021-12-20,2025-12-19,판정 안 함
KODEX 코스닥150,12,위,-3.0,전체,11,22.09,2.01,72.73,1.295,43.57,29.16,3.89,-3.0,3,9.82,-3.0,-3.0,3.94,0,3,5.73,예,2015-12-18,2025-12-19,후보
KODEX 코스닥150,12,위,-3.0,앞 절반,5,17.39,3.48,80.0,1.699,37.05,42.95,5.1,-3.0,1,9.82,-3.0,-3.0,4.71,0,1,5.4,아니오,2015-12-18,2019-12-20,판정 안 함
KODEX 코스닥150,12,위,-3.0,뒤 절반,6,4.7,0.78,66.67,0.891,52.87,13.8,2.67,-3.0,2,3.57,-3.0,-3.0,3.06,0,2,6.0,아니오,2020-12-18,2025-12-19,판정 안 함
KODEX 코스닥150,12,위,-3.0,최근 10년,10,25.09,2.51,80.0,1.295,43.57,36.43,3.89,-3.0,2,9.82,-3.0,-3.0,3.77,0,2,5.8,예,2016-12-20,2025-12-19,판정 안 함
KODEX 코스닥150,12,위,-3.0,최근 5년,5,1.39,0.28,60.0,0.821,54.92,5.08,2.46,-3.0,2,3.57,-3.0,-3.0,3.12,0,2,5.8,아니오,2021-12-20,2025-12-19,판정 안 함
KODEX 코스닥150,12,위,-4.0,전체,11,32.86,2.99,90.91,1.4,41.67,49.24,3.54,-2.53,1,9.82,-2.53,-3.44,3.11,0,0,6.09,예,2015-12-18,2025-12-19,후보
KODEX 코스닥150,12,위,-4.0,앞 절반,5,24.4,4.88,100.0,,,,4.88,,0,9.82,1.86,-3.16,3.05,0,0,5.8,아니오,2015-12-18,2019-12-20,판정 안 함
KODEX 코스닥150,12,위,-4.0,뒤 절반,6,8.46,1.41,83.33,0.869,53.5,29.83,2.2,-2.53,1,3.57,-2.53,-3.44,2.32,0,0,6.33,아니오,2020-12-18,2025-12-19,판정 안 함
